42522
القاعه	3	0.008399506795441034	1.6931471805599454
الاميه	1	0.004849457509407971	1.6931471805599454
البرغوت	1	0.004849457509407971	2.09861228866811
التونسيين	1	0.004849457509407971	1.4054651081081644
لبناتها	1	0.004849457509407971	2.09861228866811
الامين	3	0.008399506795441034	1.1823215567939547
اعقبت	1	0.004849457509407971	1.4054651081081644
للجنه	2	0.006858168579956804	1.4054651081081644
التقاعد	1	0.004849457509407971	1.4054651081081644
زعيتر	1	0.004849457509407971	2.09861228866811
كشفت	7	0.012830458563468164	1.0
فالام	1	0.004849457509407971	2.09861228866811
عولجت	1	0.004849457509407971	2.09861228866811
لاهدافها	1	0.004849457509407971	2.09861228866811
الامير	5	0.01084371664503305	1.1823215567939547
للبرامج	1	0.004849457509407971	2.09861228866811
مختار	1	0.004849457509407971	1.6931471805599454
ابدت	1	0.004849457509407971	1.1823215567939547
استطاعت	4	0.009698915018815943	1.1823215567939547
ابدا	4	0.009698915018815943	1.4054651081081644
والاحتيال	1	0.004849457509407971	2.09861228866811
دراس	1	0.004849457509407971	2.09861228866811
بكار	6	0.011878696427357683	1.6931471805599454
وفنيه	1	0.004849457509407971	2.09861228866811
كوبيه	1	0.004849457509407971	1.6931471805599454
التونسيون	1	0.004849457509407971	1.6931471805599454
لاستقبال	2	0.006858168579956804	1.6931471805599454
يفتشون	1	0.004849457509407971	1.6931471805599454
نشرها	2	0.006858168579956804	1.4054651081081644
التركي	11	0.01608383099547763	1.1823215567939547
نعيشه	2	0.006858168579956804	1.6931471805599454
مصلحته	2	0.006858168579956804	1.6931471805599454
طائره	10	0.015335331145936614	1.0
ابحث	2	0.006858168579956804	1.6931471805599454
تمسكهم	1	0.004849457509407971	2.09861228866811
الباحث	2	0.006858168579956804	1.1823215567939547
يغني	7	0.012830458563468164	1.6931471805599454
بقلق	1	0.004849457509407971	1.4054651081081644
سبتمبر	2	0.006858168579956804	1.0
شرسه	1	0.004849457509407971	1.6931471805599454
تسيطر	2	0.006858168579956804	1.1823215567939547
فوزها	1	0.004849457509407971	1.6931471805599454
المتنا	1	0.004849457509407971	2.09861228866811
وفنون	2	0.006858168579956804	2.09861228866811
هواياتها	1	0.004849457509407971	2.09861228866811
الاكاديميين	1	0.004849457509407971	1.6931471805599454
واجدابيا	1	0.004849457509407971	2.09861228866811
للعديد	3	0.008399506795441034	1.4054651081081644
الصاعد	1	0.004849457509407971	1.6931471805599454
درجه	1	0.004849457509407971	0.8458493201727416
بالداخل	1	0.004849457509407971	1.4054651081081644
مسرحي	2	0.006858168579956804	2.09861228866811
وسيله	1	0.004849457509407971	1.1823215567939547
لمرافقه	1	0.004849457509407971	2.09861228866811
عالختياره	1	0.004849457509407971	2.09861228866811
والداعمه	1	0.004849457509407971	1.6931471805599454
وغموض	1	0.004849457509407971	1.6931471805599454
وتبرعت	1	0.004849457509407971	2.09861228866811
وسنتوقف	1	0.004849457509407971	2.09861228866811
المثال	1	0.004849457509407971	1.1823215567939547
الجنس	1	0.004849457509407971	1.6931471805599454
فالتس	1	0.004849457509407971	1.6931471805599454
ابرع	1	0.004849457509407971	2.09861228866811
بقيم	1	0.004849457509407971	2.09861228866811
الحاج	1	0.004849457509407971	1.6931471805599454
ابرز	9	0.014548372528223913	1.0
البيوت	1	0.004849457509407971	1.6931471805599454
الجمل	1	0.004849457509407971	1.4054651081081644
مودتنا	1	0.004849457509407971	2.09861228866811
الليبي	2	0.006858168579956804	1.1823215567939547
ذكرياتهم	1	0.004849457509407971	2.09861228866811
لاعلامي	1	0.004849457509407971	2.09861228866811
الجنه	3	0.008399506795441034	1.4054651081081644
الحال	6	0.011878696427357683	1.4054651081081644
يلاحظونها	1	0.004849457509407971	2.09861228866811
اولغا	2	0.006858168579956804	2.09861228866811
بالمشاعر	1	0.004849457509407971	2.09861228866811
ابدع	1	0.004849457509407971	2.09861228866811
تفجير	1	0.004849457509407971	1.6931471805599454
تاثير	3	0.008399506795441034	1.0
يتناولها	1	0.004849457509407971	2.09861228866811
اعقاب	1	0.004849457509407971	1.4054651081081644
بقوه	1	0.004849457509407971	0.8458493201727416
والمسلمين	2	0.006858168579956804	1.6931471805599454
البارز	2	0.006858168579956804	1.4054651081081644
حسابات	1	0.004849457509407971	1.1823215567939547
الدويري	1	0.004849457509407971	2.09861228866811
لاعتزال	1	0.004849457509407971	2.09861228866811
اغترابه	1	0.004849457509407971	2.09861228866811
لكتابته	2	0.006858168579956804	2.09861228866811
للوقوف	2	0.006858168579956804	1.1823215567939547
بمسيره	3	0.008399506795441034	1.6931471805599454
الحبل	1	0.004849457509407971	1.6931471805599454
ابدي	2	0.006858168579956804	1.1823215567939547
العلاجيه	1	0.004849457509407971	1.4054651081081644
الرماني	1	0.004849457509407971	2.09861228866811
عصره	4	0.009698915018815943	2.09861228866811
مثلكم	2	0.006858168579956804	1.6931471805599454
المشاهدين	1	0.004849457509407971	1.6931471805599454
سليبه	1	0.004849457509407971	2.09861228866811
الليثي	1	0.004849457509407971	1.6931471805599454
اوروبا	7	0.012830458563468164	0.8458493201727416
حيلا	1	0.004849457509407971	2.09861228866811
لاستخدام	1	0.004849457509407971	1.0
وجعك	2	0.006858168579956804	2.09861228866811
عيونهم	1	0.004849457509407971	2.09861228866811
جماع	1	0.004849457509407971	2.09861228866811
والمباني	1	0.004849457509407971	1.6931471805599454
تبعد	1	0.004849457509407971	1.0
اغنيه	32	0.027432674319827217	1.1823215567939547
جمال	18	0.02057450573987041	1.1823215567939547
طريقته	1	0.004849457509407971	2.09861228866811
